unit_id,article_title,article_content,source,date,location,labels,clean_text
1918398786,Russian airstrikes hit Syrian opposition forces,Published April 2 2017 Syrian opposition forces on Sunday claimed that Russian jets in violation of a cease-fire hit an outpost in northwestern Syrias Idlib province near the border with Turkey killing at least one opposition fighter and wounding several others. They said several overnight raids hit Babeska a village in Idlib that has become a haven for several moderate Free Syrian Army (FSA) groups. A tripartite mechanism was established in February by Turkey Russia and Iran to monitor the ceasefire in Syria. Opposition forces however say Russia has failed to pressure the Assad regime to ensure the ceasefire holds. The village also houses hundreds of families and fighters from the Damascus suburb of Daraya which fell to Assad regime forces last year and was evacuated by opposition forces. Fighter jets also believed to be Russian struck the town of Urum al Kubra in the opposition-held western Aleppo countryside where five civilians were killed in an area that has witnessed fighting between the opposition and the Assad regime the opposition said.,dailysabah,4/2/2017,idlib,1,publish april 2 2017 syrian opposit forc sunday claim russian jet violat ceasefir hit outpost northwestern syria idlib provinc near border turkey kill least one opposit fighter wound sever other said sever overnight raid hit babeska villag idlib becom sever moder free syrian armi fsa group tripartit mechan establish februari turkey russia iran monitor ceasefir syria opposit forc howev say russia fail pressur assad regim ensur ceasefir hold villag also hous hundr famili fighter damascu suburb daraya fell assad regim forc last year evacu opposit forc fighter jet also believ russian struck town urum al kubra oppositionheld western aleppo countrysid five civilian kill area wit fight opposit assad regim opposit said
1918398790,Syrian warplane crashes into market in northwest town of Ariha near Turkish border kills 35 and wounds dozens,Published August 3 2015 People inspect the damage after a Syrian army fighter jet crashed into a busy marketplace in the rebel-held northwestern town of Ariha August 3 2015(Reuters Photo) Thirty-five people were killed on Monday-and scores of others injured-when a Syrian regime warplane crashed into a market in the opposition-held town of Ariha in Syrias northwestern Idlib province according to a local civil defense official. Most of the dead were civilians on the ground in the town in Idlib province which fell to a coalition of Islamist insurgents in May according to the UK-based Observatory for Human Rights which tracks violence across Syria. Scores were also injured it said. There was no immediate reaction from the Syrian army. The Local Coordination Committees said the warplane crashed in a busy market in Ariha adding that it was not immediately clear whether the warplane was shot down. Rami Abdurrahman who heads the Britain-based Syrian Observatory for Human Rights said the warplane crashed in the center of the town destroying several homes and killing at least 12 people. The town of Ariha once a government stronghold was captured by opposition fighters and ISIS militants in May. The town is in the northwestern province of Idlib where government forces have suffered setbacks since March including the loss of the provincial capital which is also called Idlib. Syrian warplane crashes into market in northwest town of Ariha near Turkish border 35 killed - YouTube The Observatory and the Local Coordination Committees said that at the time of the crash the town was under attack by the air force of embattled Syrian President Bashar Assad. An amateur video posted online by activists showed several damaged buildings as well as parts of the plane that crashed. The video appeared genuine and corresponded to other Associated Press reporting of the events. Syrias civil war began in March 2011. The United Nations says the war has killed more than 220000 people and wounded at least 1 million.,dailysabah,8/3/2015,idlib,1,publish august 3 2015 peopl inspect damag syrian armi fighter jet crash busi marketplac rebelheld northwestern town ariha august 3 2015reuter photo thirtyf peopl kill mondayand score other injuredwhen syrian regim warplan crash market oppositionheld town ariha syria northwestern idlib provinc accord local civil defens offici dead civilian ground town idlib provinc fell coalit islamist insurg may accord ukbas observatori human right track violenc across syria score also injur said immedi reaction syrian armi local coordin committe said warplan crash busi market ariha ad immedi clear whether warplan shot rami abdurrahman head britainbas syrian observatori human right said warplan crash center town destroy sever home kill least 12 peopl town ariha govern stronghold captur opposit fighter isi milit may town northwestern provinc idlib govern forc suffer setback sinc march includ loss provinci capit also call idlib syrian warplan crash market northwest town ariha near turkish border 35 kill youtub observatori local coordin committe said time crash town attack air forc embattl syrian presid bashar assad amateur video post onlin activist show sever damag build well part plane crash video appear genuin correspond associ press report event syria civil war began march 2011 unit nation say war kill 220000 peopl wound least 1 million
1918398791,Suicide bomb attack in Syrias Idlib mosque kills 25 senior Nusra Front leader,Published July 4 2015 An explosion at a mosque in Syrias Idlib province on Friday killed at least 25 members of the Al Qaeda-linked Nusra Front the British-based Syrian Observatory for Human Rights monitoring group said. The blast in the town of Ariha in northwestern Syria went off as members of the Nusra Front gathered at the mosque for iftar the meal with which Muslims break their fast during the holy month of Ramadan. Observatory which tracks the war said the explosion in Salem Mosque in Ariha also killed a senior non-Syrian member of the Nusra Front. Opposition-based social media websites had conflicting casualty figures with some saying more than 40 people were dead. Turkeys state-run Ananolu Agency reported 15 deaths citing a statement from Istanbul-based Syrian Revolution General Commission. No group announced responsibility for the blast but supporters of Nusra Front blamed rival self-proclaimed Islamic State of Iraq and Sham (ISIS) militants who have fought the group on several frontlines in Syria. A coalition of rebel groups called Jaish al Fateh or Conquest Army in which Nusra Front is a major part of its composition have controlled most of Idlib province since the capture of the provincial capital in March. The region borders Turkey and neighbors President Bashar al-Assads heartland in Latakia province on the Mediterranean coast.,dailysabah,7/4/2015,idlib,1,publish juli 4 2015 explos mosqu syria idlib provinc friday kill least 25 member al qaedalink nusra front britishbas syrian observatori human right monitor group said blast town ariha northwestern syria went member nusra front gather mosqu iftar meal muslim break fast holi month ramadan observatori track war said explos salem mosqu ariha also kill senior nonsyrian member nusra front oppositionbas social media websit conflict casualti figur say 40 peopl dead turkey staterun ananolu agenc report 15 death cite statement istanbulbas syrian revolut gener commiss group announc respons blast support nusra front blame rival selfproclaim islam state iraq sham isi milit fought group sever frontlin syria coalit rebel group call jaish al fateh conquest armi nusra front major part composit control idlib provinc sinc captur provinci capit march region border turkey neighbor presid bashar alassad heartland latakia provinc mediterranean coast
1918398793,16 civilians killed in Syrias Hasakeh after motorbike bomber attack,"Published July 5 2016 A motorcycle bomber killed at least 16 civilians outside a bakery in Syrias Hasakeh city Tuesday on the eve of the feast marking the end of Ramadan an official said. The attack which also wounded dozens of people occurred in the neighbourhood of Salihiah ahead of the Eid al-Fitr festival. It was not immediately clear who carried out the attack but Daesh terrorist group has claimed previous bombings in the mainly Kurdish region. Rami Abdel Rahman head of the Syrian Observatory for Human Rights said the attack killed at least 16 people and wounded another 40. The death toll was confirmed to an AFP correspondent. The suicide attacker reportedly detonated his explosives in front of the bakery. ""A suicide bomber on a motorcycle blew himself up in the Salihiah neighbourhood of Hasakeh city"" said Abdel Rahman. Fifteen of the wounded were in critical condition said the head of the Britain-based group that relies on a network of sources on the ground for its information. Hasakeh city is the capital of the province of the same name. Nearly all of the province is controlled by the PKKs Syrian affiliate PYD and its armed wing YPG terrorist organization. The militants have declared an autonomous region across the mainly Kurdish northern areas they hold. A US-backed alliance of Kurds and Arabs The Syrian Democratic Forces alliance has been locked in battle in the neighbouring province of Aleppo for control of the Daesh stronghold of Manbij for more than one month. The SDF launched the offensive in late May and encircled the town and entered its southwestern districts on June 23. More than 280000 people have been killed and millions have been displaced since Syrias conflict broke out in March 2011.",dailysabah,7/5/2016,hasakeh,1,publish juli 5 2016 motorcycl bomber kill least 16 civilian outsid bakeri syria hasakeh citi tuesday eve feast mark end ramadan offici said attack also wound dozen peopl occur neighbourhood salihiah ahead eid alfitr festiv immedi clear carri attack daesh terrorist group claim previou bomb mainli kurdish region rami abdel rahman head syrian observatori human right said attack kill least 16 peopl wound anoth 40 death toll confirm afp correspond suicid attack reportedli deton explos front bakeri suicid bomber motorcycl blew salihiah neighbourhood hasakeh citi said abdel rahman fifteen wound critic condit said head britainbas group reli network sourc ground inform hasakeh citi capit provinc name nearli provinc control pkk syrian affili pyd arm wing ypg terrorist organ milit declar autonom region across mainli kurdish northern area hold usback allianc kurd arab syrian democrat forc allianc lock battl neighbour provinc aleppo control daesh stronghold manbij one month sdf launch offens late may encircl town enter southwestern district june 23 280000 peopl kill million displac sinc syria conflict broke march 2011
1918398795,2 medics among at least 31 dead in regime shelling of opposition-held Syrian town,"Published July 2 2016 Two medics were among at least 31 people killed on Saturday in Syrian government shelling of an opposition-held town northeast of the capital the Syrian Observatory for Human Rights said. The bombardment struck the town of Jayrud 60 kilometres (35 miles) from Damascus where the army says opposition forces killed a pilot they captured after he was forced to eject on Friday. Observatory head Rami Abdel Rahman said it was the first bombardment of the town in at least two years. ""Prominent figures in Jayrud have had a local truce with the regime for at least two years and neither fired on each other"" Abdel Rahman told AFP. He said at least 31 people were killed including two medics. It was not immediately clear how many of the rest were civilians. Activists in the town said the head of the local medical centre and several colleagues were killed. ""There have been at least 45 air strikes today. The towns medical centre was hit and its director Amjad al-Danaf was killed"" activist Abu Malek al-Jayrudi told AFP via the Internet. He said the town is home to some 60000 people and that the bombardment had not stopped since early Saturday. Syria has been locked in a vicious civil war since early 2011 when the Bashar al-Assad regime cracked down on pro-democracy protests - which erupted as part of the ""Arab Spring"" uprisings - with unexpected ferocity and disproportionate force. Since then more than a quarter of a million people have been killed - and more than 10 million displaced - throughout the war-battered country according to the UN. The Syrian Center for Policy Research an NGO however has put the death toll from the five-year conflict at as high as 470000.",dailysabah,7/2/2016,damascus,0,publish juli 2 2016 two medic among least 31 peopl kill saturday syrian govern shell oppositionheld town northeast capit syrian observatori human right said bombard struck town jayrud 60 kilometr 35 mile damascu armi say opposit forc kill pilot captur forc eject friday observatori head rami abdel rahman said first bombard town least two year promin figur jayrud local truce regim least two year neither fire abdel rahman told afp said least 31 peopl kill includ two medic immedi clear mani rest civilian activist town said head local medic centr sever colleagu kill least 45 air strike today town medic centr hit director amjad aldanaf kill activist abu malek aljayrudi told afp via internet said town home 60000 peopl bombard stop sinc earli saturday syria lock viciou civil war sinc earli 2011 bashar alassad regim crack prodemocraci protest erupt part arab spring upris unexpect feroc disproportion forc sinc quarter million peopl kill 10 million displac throughout warbatt countri accord un syrian center polici research ngo howev put death toll fiveyear conflict high 470000
1918398796,Assad regime airstrike kills 16 civilians in Syrias Aleppo,"Published July 2 2016 Syrians inspect the damage on a street following a reported airstrike at a market in the rebel-held district of Tariq al-Bab in the northern city of Aleppo on July 1 2016. (AFP Photo) At least 16 civilians including women and children were killed Friday during an air raid by the Syrian regime army on the opposition-held neighborhood of Tareeq al-Bab in Aleppo Syrias largest city according to a pro-opposition civil defense source on the ground. The missiles fired from a Syrian warplane also wounded 25 others Ibrahim Abu Leys told Anadolu Agency. Syria has been locked in a vicious civil war since early 2011 when the Bashar al-Assad regime cracked down on pro-democracy protests - which erupted as part of the ""Arab Spring"" uprisings - with unexpected ferocity and disproportionate force. Since then more than a quarter of a million people have been killed - and more than 10 million displaced - throughout the war-battered country according to the UN. The Syrian Center for Policy Research an NGO however has put the death toll from the five-year conflict at as high as 470000.",dailysabah,7/2/2016,aleppo,1,publish juli 2 2016 syrian inspect damag street follow report airstrik market rebelheld district tariq albab northern citi aleppo juli 1 2016 afp photo least 16 civilian includ women children kill friday air raid syrian regim armi oppositionheld neighborhood tareeq albab aleppo syria largest citi accord proopposit civil defens sourc ground missil fire syrian warplan also wound 25 other ibrahim abu ley told anadolu agenc syria lock viciou civil war sinc earli 2011 bashar alassad regim crack prodemocraci protest erupt part arab spring upris unexpect feroc disproportion forc sinc quarter million peopl kill 10 million displac throughout warbatt countri accord un syrian center polici research ngo howev put death toll fiveyear conflict high 470000
1918398799,Coalition airstrikes kill 85 civilians in Daesh-held villages in Syrias Manbij,Published July 19 2016 A Syria Democratic Forces (SDF) fighter walks in the silos and mills of Manbij after the SDF took control of it in Aleppo Governorate Syria July 1 2016. (Reuters Photo) Airstrikes on Daesh-held villages in northern Syria killed at least 85 civilians on Tuesday as intense fighting was underway between the militants and U.S-backed fighters Syrian opposition activists and the extremist group said. Residents in the area blamed the U.S.-led coalition for the strikes that targeted two villages Tokhar and Hoshariyeh which are controlled by IS activists said. The villages are near the Daesh stronghold of Manbij a town that members of the PYD-dominated U.S.-backed Syria Democratic Forces (SDF) have been trying to capture in a weeks-long offensive. The Britain-based Syrian Observatory for Human Rights said at least 56 civilians including 11 children were killed in the strikes on the villages which also wounded dozens. Another activist group the Local Coordination Committees said dozens of civilians mostly families were killed. Turkeys official Anadolu Agency put the death toll at least at 85 adding that 50 civilians were also wounded in airstrikes. The Daesh-linked Aamaq news agency claimed 160 civilians mostly women and children were killed in Tokhar alone in a series of purportedly American airstrikes around dawn Tuesday. Postings on a Facebook page show images of people including children as they were being put in collective grave purportedly in the village of Tokhar. One photograph shows a man carrying the lifeless body of a child covered with dust while another shows a child partly covered by a blanket lying in a grave. Tuesdays casualties come on the heels of similar airstrikes on the Daesh-held town of Manbij on Monday when at least 15 civilians were reportedly killed. Meanwhile the headquarters of Daesh militants inside Manbij was captured as SDF forces pushed into the western part of the town over the weekend the U.S. military said in a statement on Tuesday. The headquarters which was located in a hospital was being used as a command center and logistics hub. The U.S.-backed Syrian rebels also took control of part of the town enabling civilians in the area to flee the fighting the statement said. The rebels were continuing to battle Daesh on four fronts for control of Manbij clearing territory as they pushed toward the center of the city the statement said. Daesh militants have staged counterattacks but the Syrian rebels have maintained momentum with the help of air strikes by the U.S.-led coalition the statement said. It said the coalition has carried out more than 450 air strikes around Manbij since the operation to take the town began. The U.S. Central Command said the coalition conducted 18 strikes on Monday and destroyed 13 Daesh fighting positions seven Daesh vehicles and two car bombs near Manbij. The Manbij area has seen intense battles between Daesh extremists and the Kurdish-led fighters who have been advancing under the cover of intense airstrikes by the U.S.-led coalition. If Manbij is captured by the U.S.-backed fighters it will be the biggest strategic defeat for Daesh in Syria since July 2015 when the extremist group lost the border town of Tal Abyad. In neighboring Iraq meanwhile Daesh has been beaten back on several fronts with Iraqi forces aided by U.S.-led coalition airstrikes having retaken the cities of Ramadi and Fallujah in western Anbar province.,dailysabah,7/19/2016,aleppo,1,publish juli 19 2016 syria democrat forc sdf fighter walk silo mill manbij sdf took control aleppo governor syria juli 1 2016 reuter photo airstrik daeshheld villag northern syria kill least 85 civilian tuesday intens fight underway milit usback fighter syrian opposit activist extremist group said resid area blame usl coalit strike target two villag tokhar hoshariyeh control activist said villag near daesh stronghold manbij town member pyddomin usback syria democrat forc sdf tri captur weekslong offens britainbas syrian observatori human right said least 56 civilian includ 11 children kill strike villag also wound dozen anoth activist group local coordin committe said dozen civilian mostli famili kill turkey offici anadolu agenc put death toll least 85 ad 50 civilian also wound airstrik daeshlink aamaq news agenc claim 160 civilian mostli women children kill tokhar alon seri purportedli american airstrik around dawn tuesday post facebook page show imag peopl includ children put collect grave purportedli villag tokhar one photograph show man carri lifeless bodi child cover dust anoth show child partli cover blanket lie grave tuesday casualti come heel similar airstrik daeshheld town manbij monday least 15 civilian reportedli kill meanwhil headquart daesh milit insid manbij captur sdf forc push western part town weekend us militari said statement tuesday headquart locat hospit use command center logist hub usback syrian rebel also took control part town enabl civilian area flee fight statement said rebel continu battl daesh four front control manbij clear territori push toward center citi statement said daesh milit stage counterattack syrian rebel maintain momentum help air strike usl coalit statement said said coalit carri 450 air strike around manbij sinc oper take town began us central command said coalit conduct 18 strike monday destroy 13 daesh fight posit seven daesh vehicl two car bomb near manbij manbij area seen intens battl daesh extremist kurdishl fighter advanc cover intens airstrik usl coalit manbij captur usback fighter biggest strateg defeat daesh syria sinc juli 2015 extremist group lost border town tal abyad neighbor iraq meanwhil daesh beaten back sever front iraqi forc aid usl coalit airstrik retaken citi ramadi fallujah western anbar provinc
1918398801,Assad regime surrounds Aleppo opposition groups resist despite intense raids,"Published July 12 2016 A man carries an injured girl after an airstrike on Aleppos opposition held Kadi Askar in Aleppo. Bashar Assads forces with assistance from Russian airstrikes is continuing its siege of opposition groups in Aleppo and is attempting to cut a road leading into the opposition-held section of the city while the groups continue to wage fierce battles despite intensified airstrikes some of which have reportedly targeted civilians. The groups had previously launched an attack against regime positions in the historic center of Aleppo on Monday in response to an offensive on Castello Road which is used for supplies and access severing opposition-held areas under siege where at least 250000 people live. Regime airstrikes killed 20 civilians on Monday in the Bab al-Maqam neighborhood of Aleppo Syria Live Network (SLN) reported. One civilian was killed and many others were injured by a regime barrel bomb dropped on al-Jalloum. Many civilians were wounded in the attacks on the al-Ansari neighborhood. Inflicting heavy casualties in the battlefield the regime also intensified its aerial artillery and missile bombardment on the neighborhoods of Bab Qensrin al-Kallaseh Bab al-Hadid and Bab al-Nasr in Aleppos old city. Eyewitnesses said that the regime used cluster bombs and vacuum bombs in the airstrikes. Elsewhere jets believed to be Russian or Syrian also struck a fuel market in a town in the northwestern province of Idlib killing 18 people and injuring scores more according to a local rescue worker near the site. An airstrike hit a local field hospital in the town of Ahsem in Idlib province killing three people including a child an international charity and an aid worker said. Early on Monday more than 300 shells fired by opposition groups hit western regime-held neighborhoods of Aleppo. The assault was ""a response to the [government] attempts to advance"" Zakaria Malahifji of the Aleppo-based Fastaqim opposition group told Reuters. He said insurgents had already made gains and that much of the fighting was taking place in Aleppos ancient old city a renowned UNESCO World Heritage site now largely in ruins. A witness reported fierce close-range clashes near the historic citadel where the opposition killed at least 20 army troops when they blew up a tunnel they dug underneath a regime post. The city Syrias largest before the war has been a main battleground in the countrys five-year war and has seen an escalation of fighting after peace talks and a fragile ceasefire broke down earlier this year. Its capture would be a strategic prize for the Assad regime which controls the major population centers in western Syria apart from opposition-held areas of Aleppo and the city of Idlib. Opposition also control pockets of territory elsewhere in western Syria. Early on Monday more than 300 shells fired by opposition groups hit western regime-held neighborhoods in Aleppo killing five people and wounding dozens more observers said. A U.N. spokeswoman said that intensified fighting between Syrian government forces and rebels in contested Aleppo has completely cut off the only road allowing access for humanitarian aid deliveries into the rebel-held part of the city. Alessandra Vellucci said on Tuesday that the Castello Road considered the only access in and out of eastern Aleppo has been rendered ""impassable"" since hostilities there worsened last week. Vellucci said the U.N. estimates that 300000 people depend on the road which allows for the flow of supplies goods and civilians into the area. She said the U.N. continues to receive ""distressing reports of aerial bombardment and shelling on civilian locations in both western and eastern Aleppo."" She called on all sides to protect civilians and ease access for humanitarian access to all. Al-Jazeera reporter killed in Russian airstrikes in Idlib A reporter from Al-Jazeera was killed in a Russian airstrike in a town near the northeastern province of Idlib on Monday the news outlet reported on Monday. Ibrahim al-Omar who became the sixth Al-Jazeera staff member to be killed in the Syrian civil war was killed in a Russian airstrike in the town of Turmanin . The bombing also killed 13 people in a fuel market in the same town. Three people were also killed in another town in the Idlib countryside. Another Al-Jazeera team was targeted by Russian jets while en route to cover strikes in Huraytan and Anadan in the Aleppo countryside. Syrian regime forces and Russian raids have frequently targeted reporters in the war-torn country. In October last year Anadolu Agency reporter Salih Mahmoud Leyla was killed in a DAESH-orchestrated car bombing near Aleppo. Syria has become the most dangerous area in the world for reporters. Reporters Without Borders counted 66 journalists killed in 2014 along with 119 were kidnapped and 178 were imprisoned. According to a report by New York-based Committee to Protect Journalists at least 84 journalists have been killed since the fighting began in 2011.",dailysabah,7/12/2016,aleppo,1,publish juli 12 2016 man carri injur girl airstrik aleppo opposit held kadi askar aleppo bashar assad forc assist russian airstrik continu sieg opposit group aleppo attempt cut road lead oppositionheld section citi group continu wage fierc battl despit intensifi airstrik reportedli target civilian group previous launch attack regim posit histor center aleppo monday respons offens castello road use suppli access sever oppositionheld area sieg least 250000 peopl live regim airstrik kill 20 civilian monday bab almaqam neighborhood aleppo syria live network sln report one civilian kill mani other injur regim barrel bomb drop aljalloum mani civilian wound attack alansari neighborhood inflict heavi casualti battlefield regim also intensifi aerial artilleri missil bombard neighborhood bab qensrin alkallaseh bab alhadid bab alnasr aleppo old citi eyewit said regim use cluster bomb vacuum bomb airstrik elsewher jet believ russian syrian also struck fuel market town northwestern provinc idlib kill 18 peopl injur score accord local rescu worker near site airstrik hit local field hospit town ahsem idlib provinc kill three peopl includ child intern chariti aid worker said earli monday 300 shell fire opposit group hit western regimeheld neighborhood aleppo assault respons govern attempt advanc zakaria malahifji aleppobas fastaqim opposit group told reuter said insurg alreadi made gain much fight take place aleppo ancient old citi renown unesco world heritag site larg ruin wit report fierc closerang clash near histor citadel opposit kill least 20 armi troop blew tunnel dug underneath regim post citi syria largest war main battleground countri fiveyear war seen escal fight peac talk fragil ceasefir broke earlier year captur would strateg prize assad regim control major popul center western syria apart oppositionheld area aleppo citi idlib opposit also control pocket territori elsewher western syria earli monday 300 shell fire opposit group hit western regimeheld neighborhood aleppo kill five peopl wound dozen observ said un spokeswoman said intensifi fight syrian govern forc rebel contest aleppo complet cut road allow access humanitarian aid deliveri rebelheld part citi alessandra vellucci said tuesday castello road consid access eastern aleppo render impass sinc hostil worsen last week vellucci said un estim 300000 peopl depend road allow flow suppli good civilian area said un continu receiv distress report aerial bombard shell civilian locat western eastern aleppo call side protect civilian eas access humanitarian access aljazeera report kill russian airstrik idlib report aljazeera kill russian airstrik town near northeastern provinc idlib monday news outlet report monday ibrahim alomar becam sixth aljazeera staff member kill syrian civil war kill russian airstrik town turmanin bomb also kill 13 peopl fuel market town three peopl also kill anoth town idlib countrysid anoth aljazeera team target russian jet en rout cover strike huraytan anadan aleppo countrysid syrian regim forc russian raid frequent target report wartorn countri octob last year anadolu agenc report salih mahmoud leyla kill daeshorchestr car bomb near aleppo syria becom danger area world report report without border count 66 journalist kill 2014 along 119 kidnap 178 imprison accord report new yorkbas committe protect journalist least 84 journalist kill sinc fight began 2011
1919191741,US jets killed at least 15 civilians in Syria,"29 Jul 2016 The US-led coalition strikes came a day after the coalition opened a formal investigation to determine whether its air strikes last week near Manbij claimed more than 100 civilians including children. A picture taken on July 29 2016 shows a close up view of Karaj al-Hajz corridor (C) a passage in rebel-held Aleppo leading towards the Syrian government controlled area of Masharqa neighbourhood. (TRT World and Agencies) At least 15 civilians were killed and many wounded in fresh air strikes by US-led coalition in Syria on Thursday morning. These civilians were targeted in the coalition jets bombardment in the town of Ghandoura said the Syrian Observatory for Human Rights. US Central Command which oversees US military operations in the Middle East said it had ""initiated an assessment following internal operational reporting that a strike today near Manbij Syria may have resulted in civilian casualties."" The strikes came a day after the coalition opened a formal investigation to determine whether its air strikes last week near Manbij claimed more than 100 civilian lives including children. US-led coalition continue to target civilians in Syria (Reuters) Around 600 Syrians including 136 children have been killed in coalition air strikes since September 2014 according to an Observatory toll. More than 520 US airstrikes since 21 May have killed between 229 and 425 civilians overall. After examining ""internal and external information"" the coalition determined that there was sufficient credible evidence of civilian victims to open a formal inquiry said spokesman Colonel Chris Garver on Wednesday. The main Syrian opposition group had urged the US-led coalition to suspend its bombardments following the strikes. Amnesty International has also called on the coalition to redouble its efforts to prevent civilian deaths and to investigate possible violations of international humanitarian law. Aleppo Death Toll Rises as Bombing Targets Civilians in Opposition-held Areas Syria httpst.co5rT60NqJDk pic.twitter.com0Zw6eHpmd4 The Syrian Observer (observesyria) July 27 2016 The US has rejected calls by Syrian opposition figures after Tokkhar to halt the bombings for the sake of thousands of civilians trapped in Manbij as it believes the fall of the city is critical to the overriding objective of capturing Raqqa. ""We take all measures during the targeting process to avoid or minimize civilian casualties or collateral damage and to comply with the principles of the Law of Armed Conflict"" the US authorities pledged. Source TRTWorld and agencies",trt,7/29/2016,aleppo,1,29 jul 2016 usl coalit strike came day coalit open formal investig determin whether air strike last week near manbij claim 100 civilian includ children pictur taken juli 29 2016 show close view karaj alhajz corridor c passag rebelheld aleppo lead toward syrian govern control area masharqa neighbourhood trt world agenc least 15 civilian kill mani wound fresh air strike usl coalit syria thursday morn civilian target coalit jet bombard town ghandoura said syrian observatori human right us central command overse us militari oper middl east said initi assess follow intern oper report strike today near manbij syria may result civilian casualti strike came day coalit open formal investig determin whether air strike last week near manbij claim 100 civilian live includ children usl coalit continu target civilian syria reuter around 600 syrian includ 136 children kill coalit air strike sinc septemb 2014 accord observatori toll 520 us airstrik sinc 21 may kill 229 425 civilian overal examin intern extern inform coalit determin suffici credibl evid civilian victim open formal inquiri said spokesman colonel chri garver wednesday main syrian opposit group urg usl coalit suspend bombard follow strike amnesti intern also call coalit redoubl effort prevent civilian death investig possibl violat intern humanitarian law aleppo death toll rise bomb target civilian oppositionheld area syria httpstco5rt60nqjdk pictwittercom0zw6ehpmd4 syrian observ observesyria juli 27 2016 us reject call syrian opposit figur tokkhar halt bomb sake thousand civilian trap manbij believ fall citi critic overrid object captur raqqa take measur target process avoid minim civilian casualti collater damag compli principl law arm conflict us author pledg sourc trtworld agenc
1919191742,Fatalities expected to increase in suicide blast in Syria,27 Jul 2016 At least 48 people dead over 100 injured after truck bomb exploded near security headquarters in the city of Qamishli Hasaka. A man walks by a damaged site after bomb blasts claimed by DAESH hit the northeastern Syrian city of Qamishli near the Turkish border. July 27 2016. (TRT World and Agencies) A bomb blast in the Syrian city of Qamishli on Wednesday killed 48 people and left dozens more wounded. The attack is believed to be among the deadliest in the city for years the British-based Syrian Obervatory for Human Rights said. A large truck bomb was set off near the security headquarters of the Kurdish administration that controls most of Hasaka province in the northeast said the Observatory. The death toll is expected to rise because of the number of people seriously injured added the Observatory. The official SANA news agency said at least 140 people were injured. The attack was initially believed to be a double bombing but sources in the city and the Syrian Observatory for Human Rights subsequently said the initial attack caused a gas tank to detonate. My god! Look at the devastation from this terrorist attack in Qamishli. My prayers are with the victims. pic.twitter.comezhmZ1GOG4 Leith Abou Fadel (leithfadel) July 27 2016 State TV rolled footage from the scene of the blast showing large-scale damage to buildings vast amounts of rubble strewn across the road with plumes of smoke rising. The explosion was so powerful that it shattered windows in shops in the nearby Turkish town of Nusaybin which is directly across the border from where the blast occurred. Two people were slightly hurt in Nusaybin a witness said. The attack was claimed by DAESH. The assault against DAESH in the city of Manbij near the Turkish border has put it under pressure cutting off all routes out of the city. Fighters from the US-backed alliance have recently made incremental advances as they try to flush out the remaining DAESH fighters in Manbij. DAESH has previously targeted Qamishli and the provincial capital Hasaka city with bombs. A suicide blast killed six members of the Kurdish internal security force known as the Asayish in April. In July a suicide bomb killed at least 16 people in Hasaka. Kurdish forces control much of Hasaka province after capturing vast areas from the DAESH in 2015. Source TRTWorld and agencies,trt,7/27/2016,hasakeh,1,27 jul 2016 least 48 peopl dead 100 injur truck bomb explod near secur headquart citi qamishli hasaka man walk damag site bomb blast claim daesh hit northeastern syrian citi qamishli near turkish border juli 27 2016 trt world agenc bomb blast syrian citi qamishli wednesday kill 48 peopl left dozen wound attack believ among deadliest citi year britishbas syrian obervatori human right said larg truck bomb set near secur headquart kurdish administr control hasaka provinc northeast said observatori death toll expect rise number peopl serious injur ad observatori offici sana news agenc said least 140 peopl injur attack initi believ doubl bomb sourc citi syrian observatori human right subsequ said initi attack caus ga tank deton god look devast terrorist attack qamishli prayer victim pictwittercomezhmz1gog4 leith abou fadel leithfadel juli 27 2016 state tv roll footag scene blast show largescal damag build vast amount rubbl strewn across road plume smoke rise explos power shatter window shop nearbi turkish town nusaybin directli across border blast occur two peopl slightli hurt nusaybin wit said attack claim daesh assault daesh citi manbij near turkish border put pressur cut rout citi fighter usback allianc recent made increment advanc tri flush remain daesh fighter manbij daesh previous target qamishli provinci capit hasaka citi bomb suicid blast kill six member kurdish intern secur forc known asayish april juli suicid bomb kill least 16 peopl hasaka kurdish forc control much hasaka provinc captur vast area daesh 2015 sourc trtworld agenc
